-6.375726019296479308e-03,-3.352631365757474668e-03,-6.696054143493057609e-03,-5.685635076517314701e-03,-3.172883217008567319e-02,-6.146411424998957096e-03,1.722693105340794215e-02,6.674032707500313424e-03,-4.866180686009806411e-02,-4.974089456814053539e-02,-4.895548529108581515e-02,-4.933083676482501873e-02
2.710605660194431721e-03,-1.002854457074775496e-02,9.403564461294422472e-04,-2.745580852639761815e-03,6.863279390082986653e-03,4.552060484792942036e-02,1.541872826982902504e-02,-2.620663119135983182e-02,-4.964289107228641446e-02,-4.671918106280932570e-02,-4.975076977905012326e-02,-4.949219594843505543e-02
-6.877050621220348603e-03,-3.217024498905374230e-03,-9.541576029466369846e-03,-6.287203566177623770e-03,-3.700662932085373863e-02,6.717919074350248328e-03,2.252226958777814314e-02,2.318711736979568033e-02,-4.835993930723517936e-02,-4.972376427884016986e-02,-4.790286423305373242e-02,-4.893566072007882184e-02
5.456866872783905364e-03,2.855662032871464362e-03,2.603758525392407819e-03,-7.618386635108720384e-04,3.184527527820985027e-02,1.654717483646134940e-02,-3.492675993919520938e-02,-1.811534661091663070e-02,-4.888439267691226803e-02,-4.969587139065130554e-02,-4.924574506737419005e-02,-4.975788127315856901e-02
5.932746060064886251e-03,7.230194412311874430e-03,7.570090021069120212e-03,5.489325730696492656e-03,1.691346775972015978e-02,-4.697571550094552587e-03,-1.867612735951912351e-02,-2.443807416124097950e-02,-4.916076868742783046e-02,-4.895565759939318057e-02,-4.869057645705111154e-02,-4.906818740528290368e-02
1.755448118956337566e-04,6.896625628698416222e-03,-3.344156388653374279e-03,5.544094220446993404e-03,-1.187819428932423982e-02,1.642734756786693590e-02,-7.446074156917809050e-03,-5.323353976869543876e-03,-4.987493643471293397e-02,-4.878608525751818720e-02,-4.958321976947564075e-02,-4.925524730629348563e-02
-6.032106801338699142e-03,-6.227944250554173777e-04,-1.977208628197502094e-03,-5.612682461258344802e-03,-2.802332137848687066e-02,3.963441627964156555e-02,2.730304736078278949e-02,-3.300993631229950237e-02,-4.868938325246346954e-02,-4.917987267466036871e-02,-4.953623586646044991e-02,-4.877387296976361947e-02
2.619043170284385269e-04,1.037052502866231407e-02,-4.038007950057931339e-05,5.952267109456954586e-04,-5.862850438936023124e-03,-1.255678837863795014e-02,-1.612644181817346478e-02,1.393336408236420763e-02,-4.988259015394578416e-02,-4.760827109989032579e-02,-4.976457848842010673e-02,-4.985304642448842166e-02
-4.256884800739157981e-03,2.984157275356835726e-03,-4.758207086663190921e-03,-1.579023998168338494e-04,2.437206053722217047e-02,3.268441898599986923e-03,-5.754422330944138769e-02,-2.151555577753036259e-03,-4.929866814240672912e-02,-4.971703375443334988e-02,-4.782203636544217484e-02,-4.997873882586617578e-02
4.739005310376853686e-04,-6.075351885890256654e-03,5.601570385920240369e-04,-3.637778999575402850e-03,4.961964271060374798e-03,-1.592343669785680274e-02,-1.515666070327418603e-02,-3.987766865262774851e-03,-4.990563481170233462e-02,-4.906647364406281631e-02,-4.982476981215729767e-02,-4.971158858116615092e-02
